,Loaded_line,Destination,Material,CUST_THICKNESS,CUST_WIDTH,KS_GRADE01,ZINC01,Sector,Creation,CBE$
4715,GI,Local,GCRF,1.2,570.0,Special Grade,100.0,Local Companies,FOB,2330
4716,GI,Local,GCNF,0.7,893.7,Special Grade,100.0,Local Companies,FOB,2050
4717,GI,Local,GCRF,0.6,1160.0,Special Grade,100.0,Local Companies,Other,2330
4718,GI,Local,GCRF,0.5,526.0,Special Grade,100.0,Local Companies,Other,2410
4720,GI,Local,GCNF,0.6,785.0,Special Grade,100.0,Local Companies,Other,2050
4722,CR,Local,CRRF,1.2,299.0,Special Grade,0.0,Local Companies,Other,2490
4724,CR,Local,CRSF,0.7,1250.0,Normal Grade,0.0,Local Companies,Other,2490
4729,GI,Local,GCCF,0.78,1250.0,Normal Grade,220.0,Local Companies,Other,1750
4730,GI,Local,GHRF,2.0,345.0,Special Grade,275.0,Local Companies,Other,2410
4734,GI,Export,GCSF,0.4,1220.0,Normal Grade,120.0,Export Far,Other,3110
4737,CR,Export,CRSF,1.0,1200.0,Normal Grade,0.0,Export Far,Other,3390
4739,CR,Export,CRCF,0.3,1250.0,Normal Grade,0.0,Export Near,Other,2790
4740,CR,Export,CRCF,0.4,1250.0,Normal Grade,0.0,Export Near,Other,2390
4745,GI,Local,GCCF,1.1400000000000001,1250.0,Normal Grade,120.0,Local Traders,Other,1830
4747,GI,Local,GCCF,1.2,1250.0,Normal Grade,60.0,Local Traders,Other,2030
4749,GI,Local,GCCF,0.6,1000.0,Normal Grade,60.0,Local Traders,Other,2030
4754,GI,Local,GCCF,0.5,1000.0,Normal Grade,60.0,Local Traders,Other,2030
4759,GI,Export,GCSF,0.8,1220.0,Normal Grade,120.0,Export Far,FOB,2990
4769,GI,Export,GCCF,0.4,918.6,Normal Grade,80.0,Export Near,Other,2510
4771,GI,Local,GHRF,0.9593472478002865,977.7763648584101,Special Grade,180.0,Local Companies,Other,2610
4772,GI,Local,GCRF,1.5,345.0,Special Grade,180.0,Local Companies,Other,2610
4776,GI,Export,GCCF,0.38,680.2,Normal Grade,100.0,Export Near,Other,2510
4778,CR,Export,CRCF,1.95,1250.0,Normal Grade,0.0,Export Near,Other,1990
4779,GI,Export,GCCF,1.066,1000.0,Normal Grade,80.0,Export Near,Other,2710
4783,GI,Export,GCRF,0.8,400.0,Normal Grade,100.0,Export Near,EXW,2670
4785,PP,Export,POCF,0.45,1220.0,Normal Grade,80.0,Export Near,Other,2570
4788,Other,Export,FBCF,0.31,1000.0,Normal Grade,0.0,Export Near,Other,2650
4789,Other,Export,FBCF,0.33,1000.0,Normal Grade,0.0,Export Near,EXW,2490
4792,CR,Export,CRCF,0.4,1000.0,Normal Grade,0.0,Export Near,Other,2390
4797,GI,Export,GHCF,2.0,1220.0,Normal Grade,275.0,Export Near,Other,2430
4800,CR,Export,CRCF,0.6,1120.0,Normal Grade,0.0,Export Near,EXW,2510
4802,GI,Export,GCCF,1.5,1200.0,Normal Grade,275.0,Export Near,Other,2430
4809,GI,Export,GCCF,1.2,1250.0,Normal Grade,80.0,Export Near,Other,2510
4810,GI,Export,GCCF,0.8,1100.0,Normal Grade,80.0,Export Near,Other,2510
4819,GI,Local,GCCF,0.7,1200.0,Normal Grade,60.0,Local Traders,Other,2030
4820,GI,Local,GCCF,1.5,1250.0,Normal Grade,275.0,Local Traders,Other,2030
4821,GI,Local,GCCF,0.5,1250.0,Normal Grade,180.0,Local Companies,Other,2230
4823,GI,Export,GCCF,0.33,1171.0,Normal Grade,90.0,Export Far,Other,2910
4824,GI,Export,GCCF,0.33,1238.0,Normal Grade,90.0,Export Far,Other,2910
4825,GI,Export,GCCF,0.33,1232.0,Normal Grade,90.0,Export Far,Other,2910
4826,GI,Export,GCCF,0.33,1216.0,Normal Grade,90.0,Export Far,Other,2910
4827,GI,Export,GCCF,0.33,1200.0,Normal Grade,90.0,Export Far,Other,2910
4828,GI,Export,GCCF,0.34299999999999997,1076.0,Normal Grade,90.0,Export Far,Other,2510
4829,GI,Export,GCCF,0.33,1219.0,Normal Grade,90.0,Export Far,Other,2910
4831,GI,Export,GCNF,0.3,910.0,Normal Grade,100.0,Export Near,Other,2830
4837,GI,Export,GCCF,0.8,1220.0,Normal Grade,120.0,Export Far,Other,3050
4841,GI,Export,GCCF,0.9,1250.0,Normal Grade,100.0,Export Near,Other,2430
4842,GI,Export,GCCF,1.0,1250.0,Normal Grade,100.0,Export Near,Other,2430
4845,GI,Export,GCCF,1.6,1250.0,Normal Grade,100.0,Export Near,Other,2230
4846,GI,Export,GCCF,1.45,1250.0,Normal Grade,200.0,Export Near,Other,2230
4847,GI,Export,GCCF,1.8,1250.0,Normal Grade,200.0,Export Near,Other,2230
4848,PP,Export,POCF,1.066,1000.0,Normal Grade,100.0,Export Near,Other,2450
4849,PP,Export,POCF,0.4,1250.0,Normal Grade,100.0,Export Near,Other,2650
4850,PP,Export,POCF,0.45,1250.0,Normal Grade,100.0,Export Near,EXW,2490
4853,PP,Export,POCF,0.28,1065.0,Normal Grade,60.0,Export Near,EXW,2610
4854,PP,Export,POCF,0.35,1219.0,Normal Grade,60.0,Export Near,EXW,2610
4856,CR,Export,CRCF,1.45,1250.0,Normal Grade,0.0,Export Near,EXW,2310
4859,CR,Export,CRNF,0.95,912.0,Normal Grade,0.0,Export Near,Other,2230
4860,CR,Export,CRCF,0.784,1206.0,Normal Grade,0.0,Export Near,Other,2110
4869,CR,Export,CRCF,0.95,1200.0,Normal Grade,0.0,Export Near,Other,2590
4871,CR,Export,CRCF,1.1400000000000001,1200.0,Normal Grade,0.0,Export Near,Other,2390
4876,CR,Export,CRCF,1.0,775.0,Normal Grade,0.0,Export Near,Other,2590
4877,CR,Export,CRCF,1.0,1050.0,Normal Grade,0.0,Export Near,EXW,2430
4885,CR,Export,CRNF,0.8400000000000001,600.0,Normal Grade,0.0,Export Near,Other,2430
4886,GI,Export,GCCF,0.42,1250.0,Normal Grade,100.0,Export Near,FOB,2510
4893,CR,Local,CRSF,0.8,1250.0,Normal Grade,0.0,Local Companies,Other,1970
4894,Other,Export,ABSF,0.7,1219.0,Normal Grade,0.0,Export Far,Other,3250
4895,Other,Export,ABNF,0.5,950.0,Normal Grade,0.0,Export Far,Other,3110
4896,PP,Local,POCF,0.5,1219.0,Normal Grade,180.0,Local Companies,Other,2550
4899,CR,Local,CRNF,1.6,724.0,Special Grade,0.0,Local Companies,EXW,2410
4901,GI,Export,GCCF,0.305,1054.0,Normal Grade,90.0,Export Far,FOB,2910
4902,GI,Export,GCCF,0.305,1219.0,Normal Grade,90.0,Export Far,FOB,2910
4903,CR,Export,CRRF,0.9593472478002865,977.7763648584101,Special Grade,0.0,Export Near,Other,3170
4912,GI,Export,GCCF,1.48,1250.0,Normal Grade,80.0,Export Near,EXW,2070
4914,GI,Export,GCCF,1.1400000000000001,1250.0,Normal Grade,80.0,Export Near,Other,2230
4916,GI,Local,GCRF,0.3,656.2,Normal Grade,60.0,Local Companies,EXW,2530
4930,GI,Export,GCCF,0.5,1219.0,Normal Grade,180.0,Export Far,Other,3050
4931,GI,Export,GCCF,0.75,1090.0,Normal Grade,80.0,Export Near,Other,2430
4932,CR,Local,CRSF,0.9,1250.0,Normal Grade,0.0,Local Traders,EXW,1970
4934,GI,Export,GCCF,0.95,1090.0,Normal Grade,80.0,Export Near,Other,2430
4938,Other,Export,ABCF,0.88,1250.0,Normal Grade,0.0,Export Near,Other,2370
4940,Other,Export,ABCF,1.15,987.6,Normal Grade,0.0,Export Near,Other,2370
4946,PP,Export,POCF,0.28,1065.0,Normal Grade,60.0,Export Near,EXW,2370
4950,CR,Local,CRSF,1.1400000000000001,1250.0,Normal Grade,0.0,Local Companies,Other,2090
4951,CR,Local,CRSF,1.0,1250.0,Normal Grade,0.0,Local Companies,Other,2090
4959,GI,Export,GCCF,1.15,1219.0,Normal Grade,275.0,Export Far,Other,3250
4969,GI,Export,GCCF,1.63,1250.0,Normal Grade,140.0,Export Near,Other,1910
4970,GI,Export,GCCF,1.65,1250.0,Normal Grade,140.0,Export Near,Other,1910
4971,PP,Export,POCF,0.4,1250.0,Normal Grade,140.0,Export Near,EXW,2650
4974,CR,Export,CRNF,0.6,930.0,Special Grade,0.0,Export Near,EXW,2490
4978,GI,Export,GCCF,0.4,1200.0,Normal Grade,120.0,Export Far,Other,2890
4980,GI,Local,GCCF,0.3,1250.0,Normal Grade,60.0,Local Traders,EXW,1830
4981,GI,Export,GCCF,1.066,1000.0,Normal Grade,100.0,Export Near,Other,2310
4982,GI,Local,GCCF,1.1400000000000001,1250.0,Normal Grade,120.0,Local Traders,EXW,1430
4983,GI,Export,GCCF,0.95,1000.0,Normal Grade,100.0,Export Near,EXW,2350
4985,GI,Export,GCCF,0.45,1021.6,Normal Grade,80.0,Export Near,Other,2510
4999,GI,Export,GCCF,1.23,1250.0,Normal Grade,140.0,Export Near,Other,2310
5001,GI,Export,GCCF,0.9280000000000002,1219.2,Special Grade,180.0,Export Far,EXW,2510
5003,GI,Export,GCCF,1.118,1219.2,Normal Grade,180.0,Export Far,EXW,2890
5006,GI,Export,GCCF,1.728,1219.2,Special Grade,275.0,Export Far,FOB,2910
5008,GI,Export,GCCF,1.447,1219.2,Normal Grade,275.0,Export Far,FOB,2730
5026,CR,Local,CRRF,1.0,630.0,Special Grade,0.0,Local Companies,Other,2890
5029,GI,Export,GCSF,0.3,1220.0,Normal Grade,120.0,Export Far,Other,3110
5031,GI,Export,GCSF,0.5,1220.0,Normal Grade,120.0,Export Far,EXW,3310
5034,PP,Local,POCF,0.7,1200.0,Normal Grade,120.0,Local Companies,EXW,1970
5036,GI,Export,GCCF,0.482,1224.24,Normal Grade,120.0,Export Far,FOB,2730
5037,GI,Export,GCCF,0.387,1219.2,Special Grade,120.0,Export Far,EXW,3070
5038,GI,Export,GCCF,0.482,1224.24,Special Grade,180.0,Export Far,FOB,2910
5039,GI,Export,GHSF,2.0,1250.0,Normal Grade,150.0,Export Near,Other,2570
5040,GI,Export,GHSF,2.0,964.0,Normal Grade,150.0,Export Near,Other,2570
5041,GI,Export,GCCF,0.469,1219.2,Normal Grade,90.0,Export Far,FOB,2730
5042,GI,Export,GCCF,0.9280000000000002,1219.2,Normal Grade,90.0,Export Far,FOB,2530
5043,GI,Export,GCCF,0.482,1219.2,Normal Grade,275.0,Export Far,FOB,2930
5044,GI,Export,GCCF,0.482,1244.6,Normal Grade,275.0,Export Far,FOB,2930
5045,GI,Export,GCCF,0.419,1219.2,Normal Grade,120.0,Export Far,EXW,2730
5046,GI,Export,GCCF,0.5,1150.0,Normal Grade,80.0,Export Near,FOB,2190
5047,GI,Export,GCCF,0.55,1250.0,Normal Grade,80.0,Export Near,FOB,2190
5048,GI,Export,GCCF,1.5,1250.0,Normal Grade,100.0,Export Near,EXW,2150
5050,PP,Local,POSF,0.6,756.5,Normal Grade,120.0,Local Companies,EXW,2810
5051,PP,Local,POSF,0.6,824.0,Normal Grade,120.0,Local Companies,EXW,2630
5054,GI,Export,GCCF,1.2,1250.0,Normal Grade,80.0,Export Near,FOB,2110
5055,GI,Export,GCSF,1.5,1250.0,Normal Grade,150.0,Export Near,Other,2170
5057,CR,Local,CRCF,0.7,1250.0,Special Grade,0.0,Local Companies,EXW,2090
5070,GI,Local,GCCF,1.5,1250.0,Normal Grade,180.0,Local Companies,EXW,2030
5074,GI,Export,GCCF,0.5,1000.0,Normal Grade,180.0,Export Far,Other,2710
5075,GI,Export,GCCF,0.5,1220.0,Normal Grade,180.0,Export Far,Other,2710
5077,GI,Export,GCCF,0.41,1000.0,Normal Grade,120.0,Export Far,Other,2710
5078,GI,Export,GCCF,0.41,1220.0,Normal Grade,120.0,Export Far,EXW,2550
5079,GI,Export,GCCF,0.25,1000.0,Normal Grade,80.0,Export Near,Other,2310
5080,GI,Export,GCCF,0.3,1000.0,Normal Grade,80.0,Export Near,Other,2310
5081,GI,Export,GCCF,0.4,1000.0,Normal Grade,80.0,Export Near,Other,2110
5083,GI,Local,GHCF,1.5,1250.0,Normal Grade,275.0,Local Traders,EXW,2030
5085,CR,Local,CRCF,0.6,1160.0,Normal Grade,0.0,Local Traders,EXW,1710
5093,GI,Local,GHSF,1.5,1250.0,Normal Grade,60.0,Local Companies,EXW,1890
5094,GI,Local,GHSF,2.0,1250.0,Normal Grade,60.0,Local Companies,EXW,1890
5098,GI,Local,GCCF,1.1400000000000001,1250.0,Special Grade,80.0,Local Companies,Other,2210
5103,GI,Local,GCCF,1.0,1250.0,Special Grade,60.0,Local Companies,Other,2010
5104,GI,Local,GCCF,1.2,1250.0,Special Grade,60.0,Local Companies,Other,2410
5118,GI,Local,GCNF,1.0,638.0,Normal Grade,100.0,Local Companies,Other,2350
5123,PP,Local,PONF,0.48,690.0,Normal Grade,80.0,Local Companies,Other,2290
5124,PP,Local,PONF,0.5,777.0,Normal Grade,80.0,Local Companies,Other,2490
5125,PP,Local,PONF,0.5,817.0,Normal Grade,80.0,Local Companies,Other,2490
5126,PP,Local,PONF,0.5,690.0,Normal Grade,80.0,Local Companies,Other,2490
5127,PP,Local,PONF,0.5,808.0,Normal Grade,80.0,Local Companies,Other,2490
5128,PP,Local,POCF,0.7,1250.0,Normal Grade,80.0,Local Companies,EXW,1970
5129,PP,Local,POCF,0.5,1250.0,Normal Grade,80.0,Local Companies,EXW,1970
5133,CR,Local,CRSF,1.0,1002.0,Special Grade,0.0,Local Companies,EXW,2350
5134,GI,Local,GHCF,2.0,1250.0,Normal Grade,60.0,Local Companies,EXW,1630
5139,CR,Local,CRSF,0.4,918.6,Normal Grade,0.0,Local Companies,EXW,2090
5140,CR,Local,CRSF,1.1400000000000001,1250.0,Normal Grade,0.0,Local Companies,EXW,1890
5141,CR,Local,CRSF,0.8,1250.0,Normal Grade,0.0,Local Companies,EXW,2090
5142,CR,Local,CRSF,0.5,1000.0,Normal Grade,0.0,Local Companies,EXW,2090
5144,CR,Export,CRCF,2.0,1250.0,Normal Grade,0.0,Export Near,Other,1990
5162,GI,Local,GCCF,1.8,1250.0,Normal Grade,60.0,Local Traders,EXW,1430
5163,GI,Local,GCCF,1.25,1250.0,Normal Grade,60.0,Local Traders,EXW,1430
5167,GI,Local,GCCF,0.7,1250.0,Normal Grade,330.0,Local Companies,EXW,2030
5170,GI,Local,GHRF,2.25,345.0,Special Grade,275.0,Local Companies,Other,2810
5171,GI,Local,GHRF,2.25,390.0,Special Grade,275.0,Local Companies,Other,2810
5172,GI,Local,GCRF,1.75,345.0,Special Grade,275.0,Local Companies,Other,2810
5180,GI,Local,GCSF,0.7,1250.0,Special Grade,60.0,Local Companies,Other,2270
5182,GI,Local,GCSF,0.8,1250.0,Special Grade,60.0,Local Companies,Other,2270
5185,GI,Local,GCCF,0.8,1250.0,Normal Grade,60.0,Local Companies,EXW,1750
5187,GI,Local,GCCF,0.5,1150.0,Normal Grade,180.0,Local Companies,Other,2230
5190,GI,Export,GCCF,0.4,1250.0,Normal Grade,100.0,Export Near,FOB,2110
5191,GI,Local,GCCF,2.0,964.0,Normal Grade,200.0,Local Companies,Other,2030
5196,GI,Local,GCSF,0.5,1250.0,Special Grade,60.0,Local Companies,Other,2270
5197,CR,Local,CRSF,0.5,1250.0,Normal Grade,0.0,Local Companies,Other,2170
5203,GI,Local,GCSF,1.0,1250.0,Normal Grade,120.0,Local Companies,EXW,2010
5204,GI,Local,GHRF,2.0,340.0,Normal Grade,120.0,Local Companies,EXW,2350
5205,GI,Local,GCRF,2.0,345.0,Special Grade,275.0,Local Companies,EXW,2330
5206,GI,Local,GCCF,0.8,1100.0,Normal Grade,275.0,Local Companies,Other,2030
5210,CR,Local,CRSF,1.5,1000.0,Normal Grade,0.0,Local Traders,EXW,2170
5215,CR,Local,CRRF,1.2,500.0,Normal Grade,0.0,Local Companies,EXW,2230
5216,PP,Local,PORF,0.4,826.0,Normal Grade,80.0,Local Companies,Other,2450
5224,PP,Local,PORF,0.4,700.0,Normal Grade,80.0,Local Companies,Other,2570
5227,CR,Local,CRCF,0.75,1000.0,Normal Grade,0.0,Local Companies,Other,1990
5230,Other,Export,ABCF,0.85,1250.0,Normal Grade,0.0,Export Near,Other,2370
5232,Other,Export,ABCF,1.45,1250.0,Normal Grade,0.0,Export Near,Other,2170
5233,PP,Local,POGF,0.4,1250.0,Normal Grade,120.0,Local Traders,EXW,2170
5236,GI,Local,GCSF,0.6,550.0,Special Grade,80.0,Local Companies,EXW,2590
5254,GI,Local,GCCF,1.0,1250.0,Normal Grade,330.0,Local Traders,EXW,1830
5255,GI,Local,GCCF,1.2,1250.0,Normal Grade,330.0,Local Traders,EXW,1830
5256,GI,Local,GHCF,1.5,1250.0,Normal Grade,330.0,Local Traders,EXW,1630
5257,CR,Export,CRCF,0.28,1000.0,Normal Grade,0.0,Export Near,Other,2550
5258,CR,Export,CRCF,0.35,1000.0,Normal Grade,0.0,Export Near,Other,2550
5263,GI,Local,GCCF,0.8,1100.0,Normal Grade,275.0,Local Companies,EXW,2030
5266,GI,Local,GCSF,1.2,1000.0,Normal Grade,60.0,Local Companies,EXW,2090
5269,GI,Export,GCCF,0.33,1000.0,Normal Grade,60.0,Export Near,FOB,2630
5271,GI,Local,GCCF,1.2,1220.0,Normal Grade,80.0,Local Companies,Other,1830
5273,GI,Local,GCNF,0.5,724.0,Normal Grade,200.0,Local Companies,Other,2350
5274,GI,Local,GCCF,0.5,1250.0,Normal Grade,200.0,Local Companies,Other,2230
5275,GI,Local,GCCF,1.0,1000.0,Normal Grade,200.0,Local Companies,Other,2230
5276,GI,Local,GCCF,1.25,1000.0,Normal Grade,200.0,Local Companies,Other,2030
5283,PP,Local,POCF,0.7,1120.0,Normal Grade,180.0,Local Companies,EXW,1970
5284,PP,Local,POCF,0.7,1070.0,Normal Grade,180.0,Local Companies,EXW,1970
5288,GI,Local,GCCF,1.5,1250.0,Normal Grade,60.0,Local Companies,Other,1630
5290,PP,Export,POCF,1.1400000000000001,1250.0,Normal Grade,80.0,Export Near,Other,2650
5293,CR,Export,CRNF,1.2,950.0,Normal Grade,0.0,Export Near,Other,2630
5297,GI,Local,GCCF,0.5,1250.0,Normal Grade,60.0,Local Companies,EXW,2230
5298,GI,Local,GCCF,1.5,1250.0,Normal Grade,60.0,Local Companies,EXW,2030
5299,CR,Local,CRSF,2.0,1250.0,Normal Grade,0.0,Local Companies,Other,2290
5300,CR,Export,CRCF,0.4,1197.0,Normal Grade,0.0,Export Far,EXW,3130
5304,CR,Export,CRNF,0.95,912.0,Normal Grade,0.0,Export Far,Other,3250
5306,GI,Local,GCCF,2.0,1250.0,Normal Grade,275.0,Local Companies,EXW,2230
5319,CR,Local,CRSF,1.0,1250.0,Normal Grade,0.0,Local Traders,Other,2370
5320,CR,Local,CRSF,2.0,1250.0,Normal Grade,0.0,Local Traders,Other,2170
5321,CR,Local,CRSF,1.5,1250.0,Normal Grade,0.0,Local Traders,Other,2170
5324,PP,Local,POSF,0.4,415.0,Normal Grade,120.0,Local Companies,EXW,2410
5328,PP,Local,PONF,0.5,690.0,Normal Grade,100.0,Local Companies,Other,2090
5329,PP,Local,PORF,0.45,272.0,Normal Grade,100.0,Local Companies,EXW,2950
5331,PP,Local,PORF,0.45,388.0,Normal Grade,100.0,Local Companies,EXW,2750
5333,GI,Local,GHCF,1.066,1000.0,Normal Grade,60.0,Local Traders,EXW,1430
5336,GI,Local,GCCF,0.6,1250.0,Normal Grade,275.0,Local Traders,EXW,1830
5344,GI,Local,GCCF,1.5,1250.0,Normal Grade,275.0,Local Traders,EXW,2030
5350,CR,Local,CRSF,0.6,940.0,Special Grade,0.0,Local Companies,Other,2750
5351,CR,Local,CRSF,0.7,919.0,Special Grade,0.0,Local Companies,Other,2750
5353,PP,Local,POCF,0.4,1065.0,Normal Grade,100.0,Local Companies,EXW,1970
5364,GI,Local,GCRF,1.5,345.0,Special Grade,180.0,Local Companies,EXW,2610
5369,PP,Local,PONF,0.56,735.0,Normal Grade,100.0,Local Companies,Other,2490
5381,GI,Local,GCCF,0.6,1250.0,Normal Grade,60.0,Local Traders,EXW,2030
5382,GI,Local,GCCF,0.8,1250.0,Normal Grade,60.0,Local Traders,EXW,2030
5383,GI,Local,GHCF,1.5,1250.0,Normal Grade,60.0,Local Traders,EXW,1830
5389,GI,Local,GHCF,2.0,1000.0,Normal Grade,60.0,Local Traders,EXW,1830
5390,GI,Local,GCCF,0.6,1160.0,Normal Grade,275.0,Local Traders,EXW,2230
5393,GI,Local,GCSF,1.5,1000.0,Normal Grade,60.0,Local Traders,EXW,1690
5394,GI,Local,GCSF,1.5,1200.0,Normal Grade,60.0,Local Traders,EXW,1690
5395,GI,Local,GCSF,2.0,1000.0,Normal Grade,60.0,Local Traders,EXW,1690
5396,GI,Local,GCSF,2.0,1250.0,Normal Grade,60.0,Local Traders,EXW,1690
5398,GI,Local,GCSF,1.2,1000.0,Normal Grade,60.0,Local Traders,EXW,1890
5407,GI,Local,GCCF,0.3,1000.0,Normal Grade,60.0,Local Traders,EXW,2010
5408,GI,Local,GCCF,0.35,1000.0,Normal Grade,60.0,Local Traders,EXW,2010
5409,GI,Local,GCCF,0.4,1000.0,Normal Grade,60.0,Local Traders,EXW,1630
5414,CR,Local,CRNF,0.6,1160.0,Normal Grade,0.0,Local Companies,EXW,2030
5428,GI,Local,GCCF,0.4,1070.0,Normal Grade,80.0,Local Companies,EXW,2230
5430,GI,Local,GCNF,0.4,739.0,Normal Grade,80.0,Local Companies,Other,1950
5431,GI,Local,GCNF,0.4,830.0,Normal Grade,80.0,Local Companies,Other,1950
5432,GI,Local,GCCF,0.4,1220.0,Normal Grade,80.0,Local Companies,Other,1830
5434,GI,Local,GCRF,1.5,345.0,Special Grade,180.0,Local Companies,EXW,2210
5437,GI,Local,GHRF,2.0,345.0,Special Grade,180.0,Local Companies,EXW,2210
5439,GI,Local,GHCF,1.5,1250.0,Special Grade,180.0,Local Traders,EXW,1830
5440,GI,Local,GCSF,1.5,1250.0,Normal Grade,275.0,Local Companies,EXW,2010
5442,GI,Export,GCCF,1.2,1000.0,Normal Grade,100.0,Export Near,FOB,2350
5444,GI,Export,GCCF,1.5,1250.0,Special Grade,275.0,Export Near,FOB,2690
5461,CR,Local,CRCF,0.6,1300.0,Special Grade,0.0,Local Companies,Other,2090
5472,GI,Local,GCRF,0.5,1150.0,Normal Grade,60.0,Local Companies,Other,2310
5481,PP,Export,POCF,0.45,1250.0,Normal Grade,100.0,Export Near,Other,2490
5483,CR,Local,CRCF,0.6,1000.0,Normal Grade,0.0,Local Traders,EXW,1510
5484,GI,Export,GCCF,0.6,1250.0,Normal Grade,80.0,Export Near,FOB,2190
5485,GI,Export,GCCF,1.5,1250.0,Normal Grade,80.0,Export Near,EXW,2150
5491,PP,Local,POCF,0.5,1220.0,Normal Grade,275.0,Local Companies,EXW,2170
5496,GI,Export,GCSF,0.8,1220.0,Normal Grade,120.0,Export Far,Other,2990
5498,GI,Export,GCSF,1.2,1244.0,Normal Grade,120.0,Export Far,Other,3310
5504,CR,Local,CRRF,0.7300000000000001,574.0,Normal Grade,0.0,Local Companies,EXW,2310
5514,GI,Export,GCSF,1.0,1220.0,Normal Grade,122.0,Export Far,Other,3310
5515,GI,Export,GCSF,1.2,1220.0,Normal Grade,122.0,Export Far,Other,3310
5516,GI,Export,GCSF,0.8400000000000001,1220.0,Normal Grade,122.0,Export Far,Other,3110
5518,GI,Export,GCCF,1.0,1219.0,Normal Grade,120.0,Export Far,EXW,2850
5523,CR,Export,CRCF,1.13,1250.0,Normal Grade,0.0,Export Near,Other,2190
5528,GI,Export,GCCF,1.2,1219.0,Normal Grade,120.0,Export Far,Other,2650
5532,GI,Local,GCRF,0.45,1021.6,Normal Grade,100.0,Local Companies,Other,2630
5535,GI,Local,GCRF,0.5,1150.0,Normal Grade,100.0,Local Companies,Other,2630
5550,GI,Export,GCRF,1.78,298.45,Special Grade,275.0,Export Far,EXW,3470
5553,Other,Local,ABCF,0.77,1000.0,Normal Grade,0.0,Local Companies,Other,2170
5556,PP,Local,POCF,0.4,1250.0,Normal Grade,180.0,Local Companies,EXW,2370
5561,GI,Export,GCRF,1.5,1200.0,Special Grade,180.0,Export Far,Other,3030
5562,GI,Export,GCCF,0.75,1000.0,Normal Grade,180.0,Export Far,Other,3050
5571,GI,Export,GCCF,0.457,1219.0,Normal Grade,90.0,Export Far,FOB,2110
5572,GI,Export,GCCF,0.33,1200.0,Normal Grade,90.0,Export Far,FOB,2910
5573,GI,Export,GCCF,0.33,1238.0,Normal Grade,90.0,Export Far,FOB,2910
5574,GI,Export,GCCF,0.33,1232.0,Normal Grade,90.0,Export Far,EXW,2910
5575,GI,Export,GCCF,0.33,1216.0,Normal Grade,90.0,Export Far,FOB,2910
5576,GI,Export,GCCF,0.33,1076.0,Normal Grade,90.0,Export Far,FOB,2510
5577,GI,Export,GCCF,0.33,1171.0,Normal Grade,90.0,Export Far,FOB,2910
5578,GI,Export,GCCF,0.33,1219.0,Normal Grade,90.0,Export Far,FOB,2910
5584,GI,Export,GCCF,0.3,1054.0,Normal Grade,90.0,Export Far,FOB,2510
5585,GI,Export,GCCF,0.3,1038.0,Normal Grade,90.0,Export Far,FOB,2510
5586,GI,Export,GCCF,0.3,1219.0,Normal Grade,90.0,Export Far,FOB,2510
5589,Other,Export,ABCF,1.1,1250.0,Normal Grade,0.0,Export Near,Other,2370
5590,Other,Export,ABCF,1.3,1250.0,Normal Grade,0.0,Export Near,Other,2170
5591,Other,Export,ABCF,1.4,1250.0,Normal Grade,0.0,Export Near,Other,2170
5594,Other,Export,ABCF,0.85,1000.0,Normal Grade,0.0,Export Near,Other,2370
5595,Other,Export,ABCF,1.0,1250.0,Normal Grade,0.0,Export Near,Other,2370
5596,GI,Export,GCCF,0.6,1250.0,Normal Grade,80.0,Export Near,Other,2110
5597,CR,Export,CRCF,1.0,1250.0,Normal Grade,0.0,Export Near,FOB,2190
5598,GI,Export,GCCF,0.8,1100.0,Normal Grade,140.0,Export Near,Other,2510
5610,GI,Export,GCCF,1.6,985.6,Normal Grade,275.0,Export Near,Other,2610
5613,GI,Export,GCCF,1.4,1250.0,Normal Grade,80.0,Export Near,FOB,1910
5617,GI,Export,GCCF,1.5,1250.0,Normal Grade,80.0,Export Near,FOB,1910
5621,GI,Export,GCCF,1.7,1000.0,Normal Grade,80.0,Export Near,FOB,1910
5623,Other,Export,ABCF,1.5,1000.0,Normal Grade,0.0,Export Near,Other,2170
5624,Other,Export,ABCF,1.5,1230.0,Normal Grade,0.0,Export Near,Other,2170
5626,Other,Export,ABCF,0.88,1000.0,Normal Grade,0.0,Export Near,Other,2370
5627,Other,Export,ABCF,1.15,1165.0,Normal Grade,0.0,Export Near,Other,2370
5628,Other,Export,ABCF,1.15,1090.0,Normal Grade,0.0,Export Near,Other,2370
5629,GI,Export,GHCF,1.9,1000.0,Normal Grade,80.0,Export Near,FOB,1910
5634,GI,Export,GCRF,1.48,265.0,Normal Grade,275.0,Export Near,Other,2910
5635,GI,Export,GCRF,1.48,318.0,Normal Grade,275.0,Export Near,Other,2910
5638,PP,Export,POCF,0.26,1000.0,Normal Grade,100.0,Export Far,EXW,3390
5642,Other,Export,ABCF,0.8,1000.0,Normal Grade,0.0,Export Far,Other,2990
5666,CR,Export,CRCF,1.24,1250.0,Normal Grade,0.0,Export Near,Other,2390
5679,PP,Export,POCF,0.42,1250.0,Normal Grade,100.0,Export Near,Other,2650
5684,PP,Local,PONF,0.4,810.5,Normal Grade,100.0,Local Companies,EXW,2490
5686,CR,Local,CRRF,1.2,535.0,Normal Grade,0.0,Local Companies,EXW,2630
5688,CR,Export,CRNF,0.8400000000000001,960.0,Normal Grade,0.0,Export Near,Other,2510
